timestamp,group,lag,retry_rate,recovery_rate,dlq_rate,throughput
1780381556.186882,grupo-reintentos,-1,0,0,0,0
1780381566.1885424,grupo-consumidores,-1,0,0,0,0
1780381566.1885424,grupo-reintentos,-1,0,0,0,0
1780381576.19025,grupo-consumidores,-1,0,0,0,0
1780381576.19025,grupo-reintentos,-1,0,0,0,0
1780381586.1917846,grupo-consumidores,-1,0,0,0,0
1780381586.1917846,grupo-reintentos,-1,0,0,0,0
1780381596.1924253,grupo-consumidores,-1,0,0,0,0
1780381596.1924253,grupo-reintentos,-1,0,0,0,0
1780381606.193911,grupo-consumidores,-1,0,0,0,0
1780381606.193911,grupo-reintentos,-1,0,0,0,0
1780381616.1959174,grupo-consumidores,-1,0,0,0,0
1780381616.1959174,grupo-reintentos,-1,0,0,0,0
1780381626.1971781,grupo-consumidores,-1,0,0,0,0
1780381626.1971781,grupo-reintentos,-1,0,0,0,0
1780381636.1988358,grupo-consumidores,-1,0,0,0,0
1780381636.1988358,grupo-reintentos,-1,0,0,0,0
1780381646.2001102,grupo-consumidores,-1,0,0,0,0
1780381646.2001102,grupo-reintentos,-1,0,0,0,0
1780381656.2019937,grupo-consumidores,-1,0,0,0,0
1780381656.2019937,grupo-reintentos,-1,0,0,0,0
1780381666.2030613,grupo-consumidores,-1,0,0,0,0
1780381666.2030613,grupo-reintentos,-1,0,0,0,0
1780381676.204421,grupo-consumidores,-1,0,0,0,0
1780381676.204421,grupo-reintentos,-1,0,0,0,0
1780381686.2062135,grupo-consumidores,-1,0,0,0,0
1780381686.2062135,grupo-reintentos,-1,0,0,0,0
1780381696.206898,grupo-consumidores,-1,0,0,0,0
1780381696.206898,grupo-reintentos,-1,0,0,0,0
1780381706.208582,grupo-consumidores,-1,0,0,0,0
1780381706.208582,grupo-reintentos,-1,0,0,0,0
1780381716.210361,grupo-consumidores,-1,0,0,0,0
1780381716.210361,grupo-reintentos,-1,0,0,0,0
1780381726.212086,grupo-consumidores,-1,0,0,0,0
